ENSG00000013503	"Hsap38.chr12.106472371.106475922.-"
ENSG00000180777	"Hsap38.chr18.14790417.14790884.-"
ENSG00000259723	"Hsap38.chr20.53474642.53478454.+"
ENSG00000182463	"Hsap38.chr20.53474642.53478454.+"
ENSG00000197548	"Hsap38.chr3.11486325.11486843.-"
ENSG00000271774	"Hsap38.chr20.53474642.53478454.+"
ENSG00000077232	"Hsap38.chr2.182747511.182748122.-"
ENSG00000152348	"Hsap38.chr5.82133768.82134397.-"
ENSG00000273079	"Hsap38.chr12.13710188.13710964.+"
ENSG00000228536	"Hsap38.chr1.219455532.219457850.+"
ENSG00000184838	"Hsap38.chr5.120664773.120666623.-"
ENSG00000151466	"Hsap38.chr4.128898962.128900176.+"
ENSG00000116711	"Hsap38.chr1.186918324.186919136.-"
ENSG00000127914	"Hsap38.chr7.91984556.91985719.-"
ENSG00000147996	"Hsap38.chr9.65711135.65712151.-"
ENSG00000258454	"Hsap38.chr14.76239591.76240004.+"
ENSG00000151233	"Hsap38.chr12.42114034.42115410.+"
ENSG00000163110	"Hsap38.chr4.94556704.94558311.-"
ENSG00000249776	"Hsap38.chr5.92582947.92583528.+"
ENSG00000223744	"Hsap38.chrY.6334106.6336406.+"
ENSG00000101746	"Hsap38.chr18.33860406.33861572.-"
ENSG00000226320	"Hsap38.chr3.34413440.34416031.-"
ENSG00000124749	"Hsap38.chr6.56303180.56305627.-"
ENSG00000120697	"Hsap38.chr13.36957583.36957990.+"
ENSG00000107614	"Hsap38.chr10.17163872.17165416.+"
ENSG00000084444	"Hsap38.chr12.13078360.13079433.+"
ENSG00000206129	"Hsap38.chr18.56153805.56155067.+"
ENSG00000254656	"Hsap38.chr14.100880715.100884845.-"
ENSG00000237534	"Hsap38.chr13.69225092.69225340.+"
ENSG00000277527	"Hsap38.chr2.102874242.102876236.-"
ENSG00000242385	"Hsap38.chr3.116923787.116924359.-"
ENSG00000152670	"Hsap38.chr5.55803863.55806244.-"
ENSG00000234710	"Hsap38.chr7.9740072.9740704.+"
ENSG00000138814	"Hsap38.chr4.101132870.101133286.+"
ENSG00000268416	"Hsap38.chr19.20748111.20749463.-"
ENSG00000269110	"Hsap38.chr19.20629566.20630771.-"
ENSG00000204962	"Hsap38.chr5.140897949.140899613.-"
ENSG00000249158	"Hsap38.chr5.140897949.140899613.-"
ENSG00000255408	"Hsap38.chr5.140897949.140899613.-"
ENSG00000204961	"Hsap38.chr5.140897949.140899613.-"
ENSG00000198092	"Hsap38.chr4.68087183.68087488.+"
ENSG00000204172	"Hsap38.chr10.47512457.47512774.-"
ENSG00000106526	"Hsap38.chr7.150310809.150311696.+"
ENSG00000145642	"Hsap38.chr5.64709733.64713107.-"
ENSG00000176320	"Hsap38.chr1.158198125.158198478.-"
ENSG00000129824	"Hsap38.chrY.2885816.2886142.-"
ENSG00000204021	"Hsap38.chr10.88747214.88747648.+"
ENSG00000228701	"Hsap38.chr10.91792778.91793176.+"
ENSG00000230392	"Hsap38.chrX.119320204.119320611.-"
ENSG00000260086	"Hsap38.chr16.48722827.48723252.+"
ENSG00000125675	"Hsap38.chrX.123287104.123287682.+"
ENSG00000090054	"Hsap38.chr9.92084445.92085773.-"
ENSG00000077713	"Hsap38.chrX.119437096.119439534.-"
ENSG00000152822	"Hsap38.chr6.146083170.146084030.-"
ENSG00000050030	"Hsap38.chrX.74874451.74876088.-"
ENSG00000214776	"Hsap38.chr12.9523338.9525083.-"
ENSG00000284634	"Hsap38.chr12.9523338.9525083.-"
ENSG00000204790	"Hsap38.chr9.63983033.63985324.+"
ENSG00000096872	"Hsap38.chr9.26971300.26972043.-"
ENSG00000266877	"Hsap38.chr17.31636482.31637345.+"
ENSG00000101751	"Hsap38.chr18.54313574.54314263.-"
ENSG00000263567	"Hsap38.chr17.31767927.31768754.+"
ENSG00000137501	"Hsap38.chr11.85729842.85730969.+"
ENSG00000128000	"Hsap38.chr19.40039488.40040093.-"
ENSG00000083844	"Hsap38.chr19.57196205.57196804.-"
ENSG00000124215	"Hsap38.chr20.60016502.60017041.-"
ENSG00000171408	"Hsap38.chr6.136002500.136006147.+"
ENSG00000196295	"Hsap38.chr7.30541408.30541845.+"
ENSG00000105426	"Hsap38.chr19.5160125.5160832.-"
ENSG00000149311	"Hsap38.chr11.108360042.108362453.+"
ENSG00000172292	"Hsap38.chr2.168504371.168504958.-"
ENSG00000134900	"Hsap38.chr13.102669238.102669705.-"
ENSG00000162631	"Hsap38.chr1.107216000.107216608.-"
ENSG00000142149	"Hsap38.chr21.32040481.32040762.-"
ENSG00000134365	"Hsap38.chr1.196879975.196880544.-"
ENSG00000115353	"Hsap38.chr2.75083153.75084793.-"
ENSG00000257398	"Hsap38.chr12.107863382.107863810.+"
ENSG00000134215	"Hsap38.chr1.107717974.107718708.+"
ENSG00000138109	"Hsap38.chr10.94956884.94957450.-"
ENSG00000276911	"Hsap38.chr1.196937318.196938298.-"
ENSG00000244128	"Hsap38.chr3.165587151.165589793.+"
ENSG00000239482	"Hsap38.chr3.112304058.112304366.+"
ENSG00000228142	"Hsap38.chr9.95699539.95703387.+"
ENSG00000042813	"Hsap38.chr7.50044914.50045525.+"
ENSG00000005810	"Hsap38.chr13.77201975.77203228.+"
ENSG00000234722	"Hsap38.chr7.153409531.153411195.-"
ENSG00000186908	"Hsap38.chr12.76803971.76804369.+"
ENSG00000267265	"Hsap38.chr19.55022276.55022902.+"
ENSG00000221963	"Hsap38.chr22.35652396.35653589.-"
ENSG00000162415	"Hsap38.chr1.45183902.45185719.+"
ENSG00000109339	"Hsap38.chr4.86252004.86254835.-"
ENSG00000196549	"Hsap38.chr3.155119638.155123486.-"
ENSG00000171502	"Hsap38.chr1.85929031.85932879.+"
ENSG00000203710	"Hsap38.chr1.207636036.207637046.-"
ENSG00000255028	"Hsap38.chr11.109448378.109450552.+"
ENSG00000242337	"Hsap38.chr3.133724475.133726517.-"
ENSG00000229312	"Hsap38.chr9.69479067.69481349.+"
ENSG00000158092	"Hsap38.chr3.136875114.136875524.-"
ENSG00000243969	"Hsap38.chr3.154854524.154856569.+"
ENSG00000174948	"Hsap38.chr3.154369592.154370293.+"
ENSG00000275342	"Hsap38.chr8.8360475.8360747.-"
ENSG00000100170	"Hsap38.chr22.32093813.32094232.-"
ENSG00000157152	"Hsap38.chr3.12028522.12031386.-"
ENSG00000222030	"Hsap38.chr2.59263469.59264713.+"
ENSG00000274810	"Hsap38.chr3.132609500.132610231.+"
ENSG00000205936	"Hsap38.chrY.23379614.23381092.-"
ENSG00000270106	"Hsap38.chr1.231647358.231648257.-"
ENSG00000119698	"Hsap38.chr14.94247752.94248120.+"
ENSG00000214814	"Hsap38.chr8.123861766.123862989.-"
ENSG00000141298	"Hsap38.chr17.29899067.29899735.+"
ENSG00000143207	"Hsap38.chr1.176003236.176005368.-"
ENSG00000072657	"Hsap38.chr12.72635334.72637025.-"
ENSG00000147044	"Hsap38.chrX.41812259.41813341.+"
ENSG00000223883	"Hsap38.chr1.69115028.69116866.-"
ENSG00000164512	"Hsap38.chr5.56224603.56225502.+"
ENSG00000239828	"Hsap38.chr3.107335881.107338598.+"
ENSG00000235532	"Hsap38.chr13.74236764.74239826.-"
ENSG00000188580	"Hsap38.chr6.124165737.124167854.-"
ENSG00000163322	"Hsap38.chr4.83508276.83509019.-"
ENSG00000225087	"Hsap38.chr1.72814229.72815290.-"
ENSG00000172943	"Hsap38.chrX.53972438.53973064.+"
ENSG00000250258	"Hsap38.chr5.79779134.79782982.-"
ENSG00000115762	"Hsap38.chr2.131184843.131186543.+"
ENSG00000198087	"Hsap38.chr6.47549018.47549917.+"
ENSG00000172890	"Hsap38.chr11.71513809.71515413.+"
ENSG00000256751	"Hsap38.chr12.14595384.14595992.-"
ENSG00000163618	"Hsap38.chr3.62849064.62850191.-"
ENSG00000153130	"Hsap38.chr4.140338069.140338434.+"
ENSG00000080224	"Hsap38.chr3.97273694.97275079.-"
ENSG00000234352	"Hsap38.chr7.136775904.136777430.-"
ENSG00000115598	"Hsap38.chr2.102202712.102203488.-"
ENSG00000231656	"Hsap38.chr8.7723465.7723908.+"
ENSG00000174808	"Hsap38.chr4.74784512.74785183.-"
ENSG00000258053	"Hsap38.chr12.71101246.71103069.+"
ENSG00000251372	"Hsap38.chr4.138358636.138359220.+"
ENSG00000134389	"Hsap38.chr1.196987896.196988639.-"
ENSG00000248969	"Hsap38.chr5.35749162.35749716.+"
ENSG00000256947	"Hsap38.chr11.114348348.114348758.-"
ENSG00000138696	"Hsap38.chr4.94793643.94795412.-"
ENSG00000152582	"Hsap38.chr5.35749162.35749716.+"
ENSG00000256084	"Hsap38.chr12.14218664.14219245.+"
ENSG00000258609	"Hsap38.chr18.57065329.57065865.-"
ENSG00000254733	"Hsap38.chr11.86573337.86574023.-"
ENSG00000113391	"Hsap38.chr5.93852918.93853850.-"
ENSG00000235335	"Hsap38.chr2.167837940.167840369.+"
ENSG00000100014	"Hsap38.chr22.24372683.24373324.+"
ENSG00000226846	"Hsap38.chr13.71131791.71132405.+"
ENSG00000102290	"Hsap38.chrX.91819892.91822525.-"
ENSG00000226321	"Hsap38.chr2.240940485.240940961.+"
ENSG00000118322	"Hsap38.chr5.160709831.160712161.-"
ENSG00000172322	"Hsap38.chr12.9963374.9963934.-"
ENSG00000277654	"Hsap38.chr15.95053276.95053629.-"
ENSG00000281566	"Hsap38.chrX.98688472.98690559.-"
ENSG00000148824	"Hsap38.chr10.133417316.133417753.+"
ENSG00000258399	"Hsap38.chr14.100880715.100884845.-"
ENSG00000264204	"Hsap38.chr10.46120695.46121012.+"
ENSG00000196743	"Hsap38.chr5.151246978.151247256.-"
ENSG00000144619	"Hsap38.chr3.2425696.2426382.-"
ENSG00000048405	"Hsap38.chr7.127424245.127424718.-"
ENSG00000258754	"Hsap38.chr15.93794325.93796283.+"
ENSG00000170085	"Hsap38.chr5.176277607.176279325.-"
ENSG00000224063	"Hsap38.chr2.187186089.187186982.-"
ENSG00000259786	"Hsap38.chr5.29188478.29188870.-"
ENSG00000258631	"Hsap38.chr15.93677359.93681210.+"
ENSG00000118564	"Hsap38.chr4.15632693.15633043.-"
ENSG00000159216	"Hsap38.chr21.35493983.35496757.-"
ENSG00000260302	"Hsap38.chr18.12754851.12755636.-"
ENSG00000229477	"Hsap38.chr8.7731113.7731556.+"
ENSG00000143278	"Hsap38.chr1.197046028.197046393.+"
ENSG00000135549	"Hsap38.chr6.122539149.122539607.-"
ENSG00000233571	"Hsap38.chrX.34248498.34251953.-"
ENSG00000197140	"Hsap38.chr8.39201007.39201984.-"
ENSG00000116678	"Hsap38.chr1.65558770.65562117.-"
ENSG00000251291	"Hsap38.chr4.134439112.134439552.-"
ENSG00000175471	"Hsap38.chr5.95212253.95213242.+"
ENSG00000166164	"Hsap38.chr16.50346764.50347336.+"
ENSG00000215373	"Hsap38.chr8.7287766.7288209.+"
ENSG00000215869	"Hsap38.chr1.104218866.104219456.-"
ENSG00000162733	"Hsap38.chr1.162737964.162739331.+"
ENSG00000266302	"Hsap38.chr17.16778983.16779492.+"
ENSG00000258168	"Hsap38.chr12.70503280.70503975.-"
ENSG00000198929	"Hsap38.chr1.162312730.162313140.+"
ENSG00000251135	"Hsap38.chr5.121042468.121043160.-"
ENSG00000118873	"Hsap38.chr1.220258465.220258815.+"
ENSG00000231458	"Hsap38.chr17.16683978.16684265.+"
ENSG00000253649	"Hsap38.chr8.10493262.10493639.-"
ENSG00000283696	"Hsap38.chr1.161407289.161407558.-"
ENSG00000283317	"Hsap38.chr1.161435618.161436151.-"
ENSG00000196660	"Hsap38.chr1.219841486.219843483.+"
ENSG00000162670	"Hsap38.chr1.190254261.190255130.-"
ENSG00000131503	"Hsap38.chr5.140455074.140455886.+"
ENSG00000176728	"Hsap38.chrY.18897510.18898685.+"
ENSG00000225689	"Hsap38.chrX.128387301.128387978.+"
ENSG00000230472	"Hsap38.chr6.50623086.50625425.+"
ENSG00000085365	"Hsap38.chr5.78454291.78456252.-"
ENSG00000272154	"Hsap38.chr5.141113329.141114201.-"
ENSG00000223795	"Hsap38.chr9.134508222.134508656.-"
ENSG00000185052	"Hsap38.chr20.19295351.19295785.-"
ENSG00000133142	"Hsap38.chrX.103581411.103581872.+"
ENSG00000171097	"Hsap38.chr9.128852723.128853367.+"
ENSG00000234275	"Hsap38.chr2.6321358.6321639.+"
ENSG00000260930	"Hsap38.chr18.55888827.55889636.-"
ENSG00000196305	"Hsap38.chr9.92217259.92218650.+"
ENSG00000113494	"Hsap38.chr5.35107979.35108575.+"
ENSG00000104723	"Hsap38.chr8.15577334.15578860.-"
ENSG00000153064	"Hsap38.chr4.101907142.101908974.+"
ENSG00000250437	"Hsap38.chr5.89625471.89626991.+"
ENSG00000237765	"Hsap38.chr4.15694660.15695259.-"
ENSG00000181847	"Hsap38.chr3.114280518.114282341.+"
ENSG00000162959	"Hsap38.chr2.31897160.31897873.-"
ENSG00000228560	"Hsap38.chr1.159456059.159458755.+"
ENSG00000113100	"Hsap38.chr5.27111692.27111979.+"
ENSG00000100890	"Hsap38.chr14.35175614.35177134.-"
ENSG00000217576	"Hsap38.chr13.52271427.52273400.-"
ENSG00000145832	"Hsap38.chr5.135732754.135733626.-"
ENSG00000196873	"Hsap38.chr9.68275761.68278103.-"
ENSG00000163568	"Hsap38.chr1.159114591.159115676.+"
ENSG00000188234	"Hsap38.chr10.45836290.45836607.-"
ENSG00000163565	"Hsap38.chr1.159027038.159027301.-"
ENSG00000133816	"Hsap38.chr11.12336387.12336764.-"
ENSG00000188185	"Hsap38.chr7.39759156.39759530.+"
ENSG00000162947	"Hsap38.chr2.149835623.149836816.-"
ENSG00000165714	"Hsap38.chr12.12420837.12421520.-"
ENSG00000073754	"Hsap38.chr1.157885014.157885886.+"
ENSG00000006016	"Hsap38.chr19.18580380.18581825.+"
ENSG00000251273	"Hsap38.chr5.25115164.25116429.-"
ENSG00000131379	"Hsap38.chr3.14693532.14694089.-"
ENSG00000172497	"Hsap38.chr5.81377317.81377715.+"
ENSG00000261008	"Hsap38.chr16.72582990.72586547.+"
ENSG00000228791	"Hsap38.chr3.24570315.24570899.+"
ENSG00000148158	"Hsap38.chr9.112798349.112801270.-"
ENSG00000163818	"Hsap38.chr3.45855120.45855779.+"
ENSG00000136273	"Hsap38.chr7.47919373.47920035.+"
ENSG00000280739	"Hsap38.chr3.40274918.40275721.+"
ENSG00000232295	"Hsap38.chr6.71274272.71275285.+"
ENSG00000269957	"Hsap38.chr9.24576287.24578608.-"
ENSG00000251577	"Hsap38.chr4.103598339.103600450.-"
ENSG00000171862	"Hsap38.chr10.87899145.87900107.-"
ENSG00000235511	"Hsap38.chrY.25894780.25895298.+"
ENSG00000227954	"Hsap38.chr6.133649930.133653007.+"
ENSG00000138778	"Hsap38.chr4.103189253.103190260.+"
ENSG00000248309	"Hsap38.chr5.89162744.89163799.+"
ENSG00000124177	"Hsap38.chr20.41588850.41589527.+"
ENSG00000269755	"Hsap38.chr19.12451891.12452364.+"
ENSG00000166349	"Hsap38.chr11.36551839.36555675.-"
ENSG00000283549	"Hsap38.chr7.7658002.7658682.-"
ENSG00000161048	"Hsap38.chr7.103110355.103110966.+"
ENSG00000077943	"Hsap38.chr10.15665943.15666875.-"
ENSG00000248685	"Hsap38.chr4.34217012.34217293.+"
ENSG00000229160	"Hsap38.chr2.38134193.38135182.-"
ENSG00000145242	"Hsap38.chr4.65519226.65519657.+"
ENSG00000100592	"Hsap38.chr14.59234742.59235356.-"
ENSG00000154237	"Hsap38.chr15.101075441.101076022.+"
ENSG00000160111	"Hsap38.chr19.16965241.16965501.+"
ENSG00000255411	"Hsap38.chr11.13795613.13796818.-"
ENSG00000253741	"Hsap38.chr8.142721616.142722092.+"
ENSG00000249699	"Hsap38.chr4.27229701.27231389.-"
ENSG00000234810	"Hsap38.chr1.55459625.55460605.+"
ENSG00000198670	"Hsap38.chr6.160562002.160562460.-"
ENSG00000058272	"Hsap38.chr12.79864930.79865697.+"
ENSG00000215354	"Hsap38.chr8.8022181.8022624.-"
ENSG00000164588	"Hsap38.chr5.45660399.45664250.+"
ENSG00000284695	"Hsap38.chr4.69829103.69829570.-"
ENSG00000241684	"Hsap38.chr3.64980667.64981749.+"
ENSG00000229051	"Hsap38.chr1.70741982.70742656.-"
ENSG00000246090	"Hsap38.chr4.99095971.99096954.-"
ENSG00000251538	"Hsap38.chr5.122684479.122685879.+"
ENSG00000158019	"Hsap38.chr2.28329953.28330369.+"
ENSG00000069966	"Hsap38.chr15.52167921.52168241.+"
ENSG00000144840	"Hsap38.chr3.120723512.120724537.+"
ENSG00000250646	"Hsap38.chr4.55059501.55061018.+"
ENSG00000146535	"Hsap38.chr7.2747459.2747824.+"
ENSG00000283563	"Hsap38.chr3.28417162.28418856.+"
ENSG00000234277	"Hsap38.chr1.227404992.227405264.+"
ENSG00000082701	"Hsap38.chr3.119984945.119985865.+"
ENSG00000175018	"Hsap38.chr10.125613519.125615882.-"
ENSG00000228376	"Hsap38.chr9.97081901.97082530.+"
ENSG00000248646	"Hsap38.chr4.75404139.75405713.+"
ENSG00000163116	"Hsap38.chr4.97635448.97639275.+"
ENSG00000248510	"Hsap38.chr4.96410981.96413254.-"
ENSG00000180233	"Hsap38.chr7.30340131.30340514.-"
ENSG00000248869	"Hsap38.chr4.136843836.136844942.-"
ENSG00000168014	"Hsap38.chr11.74063135.74063671.+"
ENSG00000197050	"Hsap38.chr19.37120202.37121701.+"
ENSG00000151304	"Hsap38.chr5.121995609.121998071.+"
ENSG00000196967	"Hsap38.chr19.37120202.37121701.+"
ENSG00000094841	"Hsap38.chrX.75281300.75281923.-"
ENSG00000155052	"Hsap38.chr2.124593488.124597210.-"
ENSG00000182472	"Hsap38.chr19.38752512.38753093.+"
ENSG00000101638	"Hsap38.chr18.46746167.46746835.+"
ENSG00000228309	"Hsap38.chr1.185589558.185590541.+"
ENSG00000105926	"Hsap38.chr7.24677210.24677686.-"
ENSG00000165072	"Hsap38.chr9.70199622.70202561.-"
ENSG00000147614	"Hsap38.chr8.86078156.86078866.+"
ENSG00000181722	"Hsap38.chr3.114990097.114990555.-"
ENSG00000160352	"Hsap38.chr19.21111623.21111904.-"
ENSG00000102683	"Hsap38.chr13.23316175.23316690.+"
ENSG00000253974	"Hsap38.chr8.32066436.32067572.-"
ENSG00000281641	"Hsap38.chr8.118718952.118721663.-"
ENSG00000177570	"Hsap38.chr8.118550636.118554124.+"
ENSG00000164142	"Hsap38.chr4.151493594.151494232.+"
ENSG00000231329	"Hsap38.chr6.139214249.139214752.+"
ENSG00000109466	"Hsap38.chr4.165267195.165267833.-"
ENSG00000214960	"Hsap38.chr7.16218387.16222151.+"
ENSG00000073417	"Hsap38.chr15.85053605.85054210.-"
ENSG00000152601	"Hsap38.chr3.152250089.152250994.-"
ENSG00000281852	"Hsap38.chrX.71699898.71701061.+"
ENSG00000176463	"Hsap38.chr15.92137647.92139968.-"
ENSG00000164603	"Hsap38.chr7.112920220.112920825.+"
ENSG00000084070	"Hsap38.chr1.40367769.40370648.+"
ENSG00000214815	"Hsap38.chr7.138440117.138440698.-"
ENSG00000106125	"Hsap38.chr7.30808604.30808855.+"
ENSG00000237166	"Hsap38.chr2.200720417.200720713.+"
ENSG00000187546	"Hsap38.chr7.15550041.15551261.+"
ENSG00000145088	"Hsap38.chr3.121859609.121860064.-"
ENSG00000259692	"Hsap38.chr15.81800011.81803742.+"
ENSG00000104691	"Hsap38.chr8.30732669.30733337.+"
ENSG00000226869	"Hsap38.chr7.104748828.104749910.-"
ENSG00000198099	"Hsap38.chr4.99155054.99155476.+"
ENSG00000269026	"Hsap38.chr19.57730341.57731291.+"
ENSG00000125726	"Hsap38.chr19.6601081.6601410.+"
ENSG00000196323	"Hsap38.chr11.130252720.130253292.+"
ENSG00000174373	"Hsap38.chr14.35619726.35620382.+"
ENSG00000267761	"Hsap38.chr18.47349604.47350887.-"
ENSG00000198189	"Hsap38.chr4.87348552.87351185.-"
ENSG00000085276	"Hsap38.chr3.169375934.169376437.+"
ENSG00000228198	"Hsap38.chr1.248206147.248206635.-"
ENSG00000249484	"Hsap38.chr5.152886676.152890524.-"
ENSG00000166111	"Hsap38.chr12.109000174.109001187.+"
ENSG00000254226	"Hsap38.chr5.152078800.152082297.+"
ENSG00000163331	"Hsap38.chr2.158848378.158848749.+"
ENSG00000197816	"Hsap38.chr9.97336534.97337571.-"
ENSG00000234394	"Hsap38.chr9.68323511.68323804.-"
ENSG00000112818	"Hsap38.chr6.46811382.46811828.-"
ENSG00000178694	"Hsap38.chr3.94074085.94075074.-"
ENSG00000156639	"Hsap38.chr6.38130255.38130965.-"
ENSG00000198129	"Hsap38.chr8.7500601.7503468.-"
ENSG00000143149	"Hsap38.chr1.165691950.165692288.+"
ENSG00000250195	"Hsap38.chr4.138883065.138883502.-"
ENSG00000153233	"Hsap38.chr12.70865876.70867012.+"
ENSG00000130649	"Hsap38.chr10.133548851.133549264.+"
ENSG00000241369	"Hsap38.chr3.163238898.163242329.+"
ENSG00000198648	"Hsap38.chr2.168237193.168237672.-"
ENSG00000167216	"Hsap38.chr18.46925169.46925576.-"
ENSG00000230045	"Hsap38.chr8.7257278.7257721.+"
ENSG00000259905	"Hsap38.chr15.24635739.24636512.-"
ENSG00000183032	"Hsap38.chr14.36695695.36696900.-"
ENSG00000163686	"Hsap38.chr3.58277604.58277939.-"
ENSG00000249306	"Hsap38.chr5.174476848.174478386.-"
ENSG00000225096	"Hsap38.chr6.58311494.58312909.-"
ENSG00000233009	"Hsap38.chr13.100965980.100966999.-"
ENSG00000141384	"Hsap38.chr18.26233704.26235035.-"
ENSG00000254530	"Hsap38.chr11.29398551.29399525.+"
ENSG00000279417	"Hsap38.chr15.30342012.30345245.-"
ENSG00000068366	"Hsap38.chrX.109648061.109650118.+"
ENSG00000228878	"Hsap38.chr7.35790269.35790604.-"
ENSG00000254768	"Hsap38.chr11.22287900.22289492.+"
ENSG00000173662	"Hsap38.chr1.6564608.6565324.-"
ENSG00000225537	"Hsap38.chr7.45464209.45464928.-"
ENSG00000121621	"Hsap38.chr11.28028646.28030937.+"
ENSG00000136110	"Hsap38.chr13.52717130.52717558.-"
ENSG00000256683	"Hsap38.chr19.51980464.51981078.+"
ENSG00000168658	"Hsap38.chr2.98267050.98267331.-"
ENSG00000233774	"Hsap38.chrY.12625443.12626114.-"
ENSG00000254366	"Hsap38.chr8.77435082.77435453.-"
ENSG00000125246	"Hsap38.chr13.99787807.99788592.-"
ENSG00000260958	"Hsap38.chr16.35227810.35228820.-"
ENSG00000079482	"Hsap38.chrX.68228532.68229986.+"
ENSG00000123600	"Hsap38.chr2.171380133.171380525.+"
ENSG00000183960	"Hsap38.chr3.19353246.19354109.+"
ENSG00000153339	"Hsap38.chr18.31887740.31888096.+"
ENSG00000161031	"Hsap38.chr19.15490906.15492639.-"
ENSG00000089682	"Hsap38.chrX.107104827.107105633.+"
ENSG00000183704	"Hsap38.chrY.11362035.11362847.+"
ENSG00000103657	"Hsap38.chr15.63618783.63619508.-"
ENSG00000237174	"Hsap38.chr6.75388814.75389194.-"
ENSG00000069431	"Hsap38.chr12.21903257.21904015.+"
ENSG00000233836	"Hsap38.chr19.23820628.23821170.-"
ENSG00000107263	"Hsap38.chr9.131682699.131683196.+"
ENSG00000165152	"Hsap38.chr9.101520550.101521377.-"
ENSG00000251136	"Hsap38.chr8.89712201.89713136.+"
ENSG00000007168	"Hsap38.chr17.2627967.2628275.-"
ENSG00000083067	"Hsap38.chr9.71197211.71199265.-"
ENSG00000155011	"Hsap38.chr4.107206893.107210585.-"
ENSG00000104375	"Hsap38.chr8.98740702.98742735.+"
ENSG00000080345	"Hsap38.chr2.151471207.151472682.-"
ENSG00000002746	"Hsap38.chr7.43414258.43415001.-"
ENSG00000214407	"Hsap38.chr3.101967352.101967903.-"
ENSG00000248547	"Hsap38.chr4.68884421.68884918.+"
ENSG00000115159	"Hsap38.chr2.156528874.156530886.-"
ENSG00000134376	"Hsap38.chr1.197292901.197293425.+"
ENSG00000155729	"Hsap38.chr2.200499892.200501388.+"
ENSG00000250501	"Hsap38.chr4.138781399.138781866.-"
ENSG00000232293	"Hsap38.chrX.94637939.94638211.+"
ENSG00000127329	"Hsap38.chr12.70629832.70630689.+"
ENSG00000215580	"Hsap38.chrY.19469345.19469674.-"
ENSG00000163092	"Hsap38.chr2.166990421.166994269.+"
ENSG00000188211	"Hsap38.chr11.17374081.17374488.+"
ENSG00000225233	"Hsap38.chr1.213516014.213516622.-"
ENSG00000144847	"Hsap38.chr3.118917419.118920052.+"
ENSG00000267327	"Hsap38.chr18.55951408.55952238.+"
ENSG00000242153	"Hsap38.chrY.18695139.18695651.+"
ENSG00000270011	"Hsap38.chr19.9364042.9364422.-"
ENSG00000283546	"Hsap38.chrX.21140229.21140747.+"
ENSG00000115998	"Hsap38.chr2.70204211.70204609.+"
ENSG00000163138	"Hsap38.chr4.20742074.20742919.+"
ENSG00000230402	"Hsap38.chr1.100634215.100634631.-"
ENSG00000086289	"Hsap38.chr7.37806496.37807047.-"
ENSG00000235226	"Hsap38.chr1.159759425.159761485.-"
ENSG00000187122	"Hsap38.chr10.97007678.97008088.+"
ENSG00000231312	"Hsap38.chr2.39576284.39577408.-"
ENSG00000113790	"Hsap38.chr3.185239627.185240049.-"
ENSG00000187068	"Hsap38.chr3.185108708.185109298.+"
ENSG00000228340	"Hsap38.chr20.60369045.60369494.-"
ENSG00000074054	"Hsap38.chr2.121464949.121465833.+"
ENSG00000231061	"Hsap38.chr13.63684686.63685063.+"
ENSG00000277661	"Hsap38.chr6.29060132.29060950.-"
ENSG00000269373	"Hsap38.chr19.20844864.20845367.+"
ENSG00000260861	"Hsap38.chr20.1542036.1542797.-"
ENSG00000168309	"Hsap38.chr3.58594731.58595042.+"
ENSG00000125900	"Hsap38.chr20.1542036.1542797.-"
ENSG00000228793	"Hsap38.chr6.3598927.3599493.-"
ENSG00000153015	"Hsap38.chr5.65001210.65001521.-"
ENSG00000187054	"Hsap38.chr4.67939298.67939678.-"
ENSG00000156931	"Hsap38.chr3.185016336.185016875.-"
ENSG00000254486	"Hsap38.chr11.12036980.12037243.+"
ENSG00000172139	"Hsap38.chr3.112234803.112236485.-"
ENSG00000278610	"Hsap38.chr1.222961138.222961842.+"
ENSG00000251488	"Hsap38.chr4.132947336.132950173.+"
ENSG00000251398	"Hsap38.chr4.132632502.132634433.-"
ENSG00000237480	"Hsap38.chr1.106114244.106115050.+"
ENSG00000133958	"Hsap38.chr14.93562474.93563001.-"
ENSG00000233215	"Hsap38.chr21.22088034.22088465.-"
ENSG00000145863	"Hsap38.chr5.161607110.161609122.-"
ENSG00000233132	"Hsap38.chr8.7264900.7265343.+"
ENSG00000251633	"Hsap38.chr8.73910980.73911759.+"
ENSG00000197099	"Hsap38.chr3.186660920.186661327.+"
ENSG00000239920	"Hsap38.chr11.5414637.5416586.+"
ENSG00000267273	"Hsap38.chr19.9509011.9509310.-"
ENSG00000156110	"Hsap38.chr10.74570722.74571639.-"
ENSG00000172348	"Hsap38.chr6.46226297.46226968.-"
ENSG00000285367	"Hsap38.chr16.51371586.51372713.+"
ENSG00000257239	"Hsap38.chr12.41873931.41874674.+"
ENSG00000250049	"Hsap38.chr5.92297786.92300818.-"
ENSG00000177453	"Hsap38.chr5.43262419.43263003.-"
ENSG00000165194	"Hsap38.chrX.100307286.100307579.+"
ENSG00000175414	"Hsap38.chr5.176377184.176377438.-"
ENSG00000177738	"Hsap38.chr5.43056898.43057503.+"
ENSG00000120156	"Hsap38.chr9.27224263.27225381.+"
ENSG00000185523	"Hsap38.chr1.212844611.212845138.+"
ENSG00000165895	"Hsap38.chr11.100896779.100898233.-"
